dataset,dataset_size,model,operator,inform,on_train,sigma,series,median,mean,std
CIFAR10,10000,MinimalResNet,denoising,False,True,0.03,Analytical vs GT,80.0,79.70838165283203,1.3355203866958618
CIFAR10,10000,MinimalResNet,denoising,False,True,0.03,Neural vs GT,33.74816131591797,33.730770111083984,1.3017785549163818
CIFAR10,10000,MinimalResNet,denoising,False,True,0.03,Neural vs Analytical,33.74816131591797,33.73078918457031,1.3017770051956177
CIFAR10,10000,MinimalResNet,denoising,False,True,0.04,Analytical vs GT,80.0,79.08928680419922,3.188476324081421
CIFAR10,10000,MinimalResNet,denoising,False,True,0.04,Neural vs GT,32.08848190307617,32.145633697509766,1.2854702472686768
CIFAR10,10000,MinimalResNet,denoising,False,True,0.04,Neural vs Analytical,32.08853530883789,32.14553451538086,1.2854725122451782
CIFAR10,10000,MinimalResNet,denoising,False,True,0.05,Analytical vs GT,80.0,78.82865905761719,4.358625411987305
CIFAR10,10000,MinimalResNet,denoising,False,True,0.05,Neural vs GT,30.9582576751709,31.013771057128906,1.225096583366394
CIFAR10,10000,MinimalResNet,denoising,False,True,0.05,Neural vs Analytical,30.964618682861328,31.01406478881836,1.2251217365264893
CIFAR10,10000,MinimalResNet,denoising,False,True,0.06,Analytical vs GT,80.0,78.30738067626953,4.735213756561279
CIFAR10,10000,MinimalResNet,denoising,False,True,0.06,Neural vs GT,30.042892456054688,30.051555633544922,1.3108856678009033
CIFAR10,10000,MinimalResNet,denoising,False,True,0.06,Neural vs Analytical,30.042892456054688,30.052001953125,1.3110655546188354
CIFAR10,10000,MinimalResNet,denoising,False,True,0.07,Analytical vs GT,80.0,77.02713012695312,6.971467971801758
CIFAR10,10000,MinimalResNet,denoising,False,True,0.07,Neural vs GT,29.130016326904297,29.213884353637695,1.2998576164245605
CIFAR10,10000,MinimalResNet,denoising,False,True,0.07,Neural vs Analytical,29.130016326904297,29.214590072631836,1.3006742000579834
CIFAR10,10000,MinimalResNet,denoising,False,True,0.08,Analytical vs GT,79.99993133544922,76.03280639648438,7.742142677307129
CIFAR10,10000,MinimalResNet,denoising,False,True,0.08,Neural vs GT,28.315162658691406,28.48978042602539,1.3088260889053345
CIFAR10,10000,MinimalResNet,denoising,False,True,0.08,Neural vs Analytical,28.315216064453125,28.491220474243164,1.309582233428955
CIFAR10,10000,MinimalResNet,denoising,False,True,0.09,Analytical vs GT,79.99971771240234,73.71330261230469,9.786426544189453
CIFAR10,10000,MinimalResNet,denoising,False,True,0.09,Neural vs GT,27.88599395751953,27.914867401123047,1.2970004081726074
CIFAR10,10000,MinimalResNet,denoising,False,True,0.09,Neural vs Analytical,27.906940460205078,27.918806076049805,1.2976744174957275
CIFAR10,10000,MinimalResNet,denoising,False,True,0.1,Analytical vs GT,79.70407104492188,70.8454360961914,11.409244537353516
CIFAR10,10000,MinimalResNet,denoising,False,True,0.1,Neural vs GT,27.264331817626953,27.39663314819336,1.3135179281234741
CIFAR10,10000,MinimalResNet,denoising,False,True,0.1,Neural vs Analytical,27.270248413085938,27.401079177856445,1.316326379776001
CIFAR10,10000,MinimalResNet,denoising,False,True,0.15,Analytical vs GT,59.49531555175781,61.46198272705078,14.768470764160156
CIFAR10,10000,MinimalResNet,denoising,False,True,0.15,Neural vs GT,25.297504425048828,25.231138229370117,1.2193385362625122
